address,bathrooms,country,detailedType_typology,detailedType_subTypology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,numPhotos,operation,hasParkingSpace,parkingSpaceIncluded,parkingSpacePrice,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts_subtitle,suggestedTexts_title,thumbnail,url,geopoint,prediction,Discount%,benefits,GoodDeal
barrio Ciudad Jardín,4,es,chalet,terracedHouse,4962,Chamartín,False,,0,False,False,False,False,False,40.4535596,-3.6711835,Madrid,Ciudad Jardín,False,37,rent,,,,2900.0,16.0,8.2922999E7,chalet,Madrid,3,False,185.0,good,"Ciudad Jardín, Madrid",Chalet adosado,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/07/67/607631465.jpg,https://www.idealista.com/inmueble/82922999/,POINT(-3.6711835 40.4535596),2414.457590150267,-20,-485.54240984973285,0
"josé Ortega y Gasset, 45",2,es,flat,,2685,Salamanca,True,3264-02403,-1,False,False,True,False,False,40.4301624,-3.677867,Madrid,Lista,False,22,rent,,,,2300.0,27.0,8.2585287E7,flat,Madrid,2,True,86.0,good,"Lista, Madrid","Piso en josé Ortega y Gasset, 45",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/e6/1f/600715272.jpg,https://www.idealista.com/inmueble/82585287/,POINT(-3.677867 40.4301624),1792.8244805646657,-28,-507.1755194353343,0
"calle San Epifanio, 7",2,es,flat,,2105,Arganzuela,True,,3,False,False,True,False,False,40.4013171,-3.7187451,Madrid,Imperial,False,10,rent,True,True,,1150.0,14.0,3.8637163E7,flat,Madrid,2,True,84.0,good,"Imperial, Madrid","Piso en calle San Epifanio, 7",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/a5/18/239956886.jpg,https://www.idealista.com/inmueble/38637163/,POINT(-3.7187451 40.4013171),1363.6008770559727,16,213.60087705597266,1
"calle La Infanta Mercedes, 105",1,es,flat,,5307,Tetuán,True,38318,5,False,False,True,False,False,40.4637,-3.69354,Madrid,Cuzco-Castillejos,False,9,rent,,,,1100.0,16.0,8.2908269E7,flat,Madrid,1,True,67.0,good,"Cuzco-Castillejos, Madrid","Piso en calle La Infanta Mercedes, 105",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/0c/c1/607377800.jpg,https://www.idealista.com/inmueble/82908269/,POINT(-3.69354 40.4637),975.4340291913438,-13,-124.56597080865617,0
Ensanche,2,es,flat,duplex,14373,Ensanche,True,ALCOB ALQUILER,3,False,False,True,False,False,40.5396784,-3.6519684,Alcobendas,,False,33,rent,True,True,,1100.0,8.0,3.740735E7,duplex,Madrid,2,False,140.0,good,"Ensanche, Alcobendas",Dúplex,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/39/94/216620384.jpg,https://www.idealista.com/inmueble/37407350/,POINT(-3.6519684 40.5396784),1613.3150798444622,32,513.3150798444622,1
barrio Monteclaro,5,es,chalet,independantHouse,12637,Urbanizaciones,False,,0,False,False,False,False,False,40.4526,-3.84582,Pozuelo de Alarcón,Monteclaro,False,47,rent,True,True,,3600.0,9.0,8.2850816E7,chalet,Madrid,6,False,400.0,good,"Monteclaro, Pozuelo de Alarcón",Casa independiente,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/4f/d3/606374528.jpg,https://www.idealista.com/inmueble/82850816/,POINT(-3.84582 40.4526),3609.2794114176913,0,9.279411417691335,1
calle de Narváez,1,es,flat,,2368,Retiro,False,0074-00038,3,False,False,True,False,False,40.4213902,-3.6768784,Madrid,Ibiza,False,16,rent,,,,1100.0,21.0,8.1713887E7,flat,Madrid,1,False,52.0,good,"Ibiza, Madrid",Piso en calle de Narváez,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/87/1e/592804061.jpg,https://www.idealista.com/inmueble/81713887/,POINT(-3.6768784 40.4213902),1035.4334435868975,-6,-64.56655641310249,0
Ensanche,2,es,flat,studio,14481,Ensanche,True,01-00336,-1,False,False,True,False,False,40.540619,-3.6516365,Alcobendas,,False,34,rent,True,True,,1100.0,8.0,8.278089E7,studio,Madrid,0,False,136.0,good,"Ensanche, Alcobendas",Estudio,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/b8/9b/604811973.jpg,https://www.idealista.com/inmueble/82780890/,POINT(-3.6516365 40.540619),1389.2114538227966,21,289.21145382279656,1
"calle de García Paredes, Madrid, 22",1,es,flat,,2253,Chamberí,True,,3,False,False,True,False,False,40.4367609,-3.7008206,Madrid,Trafalgar,False,7,rent,,,,1200.0,17.0,8.2166835E7,flat,Madrid,2,True,70.0,good,"Trafalgar, Madrid","Piso en calle de García Paredes, Madrid, 22",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/8b/14/592708228.jpg,https://www.idealista.com/inmueble/82166835/,POINT(-3.7008206 40.4367609),1344.83055440995,11,144.83055440995008,1
barrio Chueca-Justicia,2,es,flat,,1346,Centro,True,ALQ JUSTICIA,0,False,False,True,False,False,40.4278799,-3.6981893,Madrid,Chueca-Justicia,False,24,rent,,,,2750.0,21.0,8.2495219E7,flat,Madrid,2,False,130.0,good,"Chueca-Justicia, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/be/5c/598943676.jpg,https://www.idealista.com/inmueble/82495219/,POINT(-3.6981893 40.4278799),2125.2480653978687,-29,-624.7519346021313,0
cronos,2,es,flat,penthouse,7677,San Blas,True,,3,False,False,True,False,False,40.4409693,-3.6192604,Madrid,Simancas,False,18,rent,True,True,,1100.0,12.0,8.2969344E7,penthouse,Madrid,0,False,95.0,good,"Simancas, Madrid",Ático en cronos,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/58/76/608893136.jpg,https://www.idealista.com/inmueble/82969344/,POINT(-3.6192604 40.4409693),1254.8855582424003,12,154.8855582424003,1
"calle de las Infantas, Madrid",2,es,flat,penthouse,825,Centro,True,,4,False,False,True,False,False,40.4219663,-3.6973408,Madrid,Chueca-Justicia,False,13,rent,True,True,,2300.0,23.0,8.1960842E7,penthouse,Madrid,2,False,99.0,good,"Chueca-Justicia, Madrid","Ático en calle de las Infantas, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/a9/b6/588563632.jpg,https://www.idealista.com/inmueble/81960842/,POINT(-3.6973408 40.4219663),2104.095217834929,-9,-195.90478216507108,0
"calle de Don Ramón de la Cruz, 91",1,es,flat,,2918,Salamanca,False,,4,False,False,True,False,False,40.4286818,-3.673513,Madrid,Lista,False,37,rent,,,,1200.0,24.0,8.2946314E7,flat,Madrid,2,True,50.0,good,"Lista, Madrid","Piso en calle de Don Ramón de la Cruz, 91",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/5a/2a/608158646.jpg,https://www.idealista.com/inmueble/82946314/,POINT(-3.673513 40.4286818),1242.0845224347677,3,42.08452243476768,1
"calle Bernardo López García, 3",1,es,flat,penthouse,1181,Centro,True,,4,False,False,False,False,False,40.4262734,-3.7100956,Madrid,Malasaña-Universidad,False,20,rent,,,,1100.0,22.0,8.2493626E7,penthouse,Madrid,2,True,51.0,good,"Malasaña-Universidad, Madrid","Ático en calle Bernardo López García, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/0b/7f/618338313.jpg,https://www.idealista.com/inmueble/82493626/,POINT(-3.7100956 40.4262734),1249.378017115396,12,149.378017115396,1
lagasca,2,es,flat,,2198,Salamanca,True,,5,False,False,True,False,False,40.4306511,-3.6858106,Madrid,Castellana,False,11,rent,True,True,,3300.0,22.0,8.2395529E7,flat,Madrid,3,False,150.0,good,"Castellana, Madrid",Piso en lagasca,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/0e/89/597282039.jpg,https://www.idealista.com/inmueble/82395529/,POINT(-3.6858106 40.4306511),2494.4408637506363,-32,-805.5591362493637,0
pasaje Montesa,1,es,flat,,2941,Salamanca,True,993,-1,False,False,True,False,False,40.4276884,-3.6725755,Madrid,Lista,False,10,rent,,,,1150.0,21.0,3.7994121E7,flat,Madrid,2,False,55.0,good,"Lista, Madrid",Piso en pasaje Montesa,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/18/a8/228588743.jpg,https://www.idealista.com/inmueble/37994121/,POINT(-3.6725755 40.4276884),1385.5726836951947,17,235.57268369519466,1
"calle Trueba y Fernández, 1",1,es,flat,,4642,Chamartín,True,,6,False,False,True,False,False,40.4542752,-3.680372,Madrid,Bernabéu-Hispanoamérica,False,17,rent,,,,1100.0,14.0,8.2963047E7,flat,Madrid,2,True,80.0,good,"Bernabéu-Hispanoamérica, Madrid","Piso en calle Trueba y Fernández, 1",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/2a/a3/608772783.jpg,https://www.idealista.com/inmueble/82963047/,POINT(-3.680372 40.4542752),1280.6522962962513,14,180.65229629625128,1
"rutilo, 13",2,es,flat,,5786,Usera,True,,1,False,False,True,False,False,40.36633,-3.686744,Madrid,San Fermín,False,11,rent,True,True,,1100.0,10.0,8.2706865E7,flat,Madrid,3,True,105.0,good,"San Fermín, Madrid","Piso en rutilo, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/64/14/603134010.jpg,https://www.idealista.com/inmueble/82706865/,POINT(-3.686744 40.36633),1350.7568050877453,19,250.7568050877453,1
"calle de Boston, Madrid, 10",1,es,flat,,3957,Salamanca,True,,3,False,False,True,False,False,40.4377024,-3.6664508,Madrid,Guindalera,False,20,rent,,,,1100.0,14.0,8.2822306E7,flat,Madrid,2,True,80.0,good,"Guindalera, Madrid","Piso en calle de Boston, Madrid, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/d3/c5/605725028.jpg,https://www.idealista.com/inmueble/82822306/,POINT(-3.6664508 40.4377024),1146.013385891671,4,46.01338589167108,1
"calle Cava Baja, 30",1,es,flat,studio,652,Centro,True,,4,False,False,True,False,False,40.4123693,-3.7094301,Madrid,Palacio,False,15,rent,,,,1100.0,28.0,4.0453129E7,studio,Madrid,0,True,40.0,good,"Palacio, Madrid","Estudio en calle Cava Baja, 30",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/d8/b0/282177547.jpg,https://www.idealista.com/inmueble/40453129/,POINT(-3.7094301 40.4123693),868.8474822274461,-27,-231.1525177725539,0
"travesía de Trujillos, Madrid, 2",1,es,flat,,348,Centro,True,,3,False,False,True,False,True,40.4187613,-3.7072047,Madrid,Sol,False,14,rent,,,,1100.0,20.0,8.3109891E7,flat,Madrid,1,True,55.0,good,"Sol, Madrid","Piso en travesía de Trujillos, Madrid, 2",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/20/01/611780705.jpg,https://www.idealista.com/inmueble/83109891/,POINT(-3.7072047 40.4187613),1241.1824874575736,11,141.18248745757364,1
"travesía de Trujillos, Madrid, 2",1,es,flat,,348,Centro,True,,3,False,False,True,False,True,40.4187613,-3.7072047,Madrid,Sol,False,14,rent,,,,1100.0,20.0,8.3109891E7,flat,Madrid,1,True,55.0,good,"Sol, Madrid","Piso en travesía de Trujillos, Madrid, 2",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/20/01/611780705.jpg,https://www.idealista.com/inmueble/83109891/,POINT(-3.7072047 40.4187613),1241.1824874575736,11,141.18248745757364,1
"calle Eduardo Adaro, Madrid",1,es,flat,,4227,Tetuán,True,cr211,2,False,False,True,False,False,40.4544197,-3.7099264,Madrid,Bellas Vistas,False,23,rent,,,,1100.0,12.0,8.2937735E7,flat,Madrid,3,False,90.0,good,"Bellas Vistas, Madrid","Piso en calle Eduardo Adaro, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/53/e1/607953799.jpg,https://www.idealista.com/inmueble/82937735/,POINT(-3.7099264 40.4544197),1095.9514336905522,0,-4.048566309447779,0
"avenida de Niceto Alcalá Zamora, 81",1,es,flat,penthouse,9944,Hortaleza,True,,6,False,False,True,False,False,40.4981284,-3.655672,Madrid,Sanchinarro,False,18,rent,True,True,,1200.0,13.0,8.2964365E7,penthouse,Madrid,2,True,90.0,good,"Sanchinarro, Madrid","Ático en avenida de Niceto Alcalá Zamora, 81",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/bf/32/614990721.jpg,https://www.idealista.com/inmueble/82964365/,POINT(-3.655672 40.4981284),1082.4836788500108,-11,-117.51632114998915,0
barrio Almagro,1,es,flat,,2560,Chamberí,False,M2000,0,False,False,True,False,False,40.4395759,-3.7012187,Madrid,Almagro,False,18,rent,,,,1100.0,20.0,8.3190696E7,flat,Madrid,2,False,55.0,good,"Almagro, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/f0/d4/613112779.jpg,https://www.idealista.com/inmueble/83190696/,POINT(-3.7012187 40.4395759),1398.6856539969117,21,298.6856539969117,1
"calle Olivar, 38",1,es,flat,,772,Centro,True,,3,False,False,False,False,False,40.4099913,-3.7015971,Madrid,Lavapiés-Embajadores,False,10,rent,,,,1150.0,23.0,8.307355E7,flat,Madrid,1,True,50.0,good,"Lavapiés-Embajadores, Madrid","Piso en calle Olivar, 38",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/44/28/16/611050416.jpg,https://www.idealista.com/inmueble/83073550/,POINT(-3.7015971 40.4099913),880.2700593249035,-31,-269.7299406750965,0
barrio Lista,1,es,flat,,3031,Salamanca,True,7790,3,False,False,True,False,False,40.4343517,-3.6769225,Madrid,Lista,False,5,rent,,,,1200.0,24.0,8.2534181E7,flat,Madrid,1,False,50.0,good,"Lista, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/28/35/599676219.jpg,https://www.idealista.com/inmueble/82534181/,POINT(-3.6769225 40.4343517),1310.0044876734949,8,110.00448767349485,1
"calle de Francisco Silvela, Madrid",1,es,flat,,3087,Salamanca,True,,5,False,False,True,False,False,40.4300035,-3.6721719,Madrid,Lista,False,13,rent,,,,1380.0,25.0,8.2550158E7,flat,Madrid,1,False,56.0,good,"Lista, Madrid","Piso en calle de Francisco Silvela, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/38/da/600000243.jpg,https://www.idealista.com/inmueble/82550158/,POINT(-3.6721719 40.4300035),1346.459266910325,-2,-33.540733089675086,0
"gran Vía de San Francisco, Madrid, 6",2,es,flat,,1171,Centro,True,,1,False,False,True,False,False,40.4081706,-3.7123753,Madrid,Palacio,False,23,rent,,,,1100.0,16.0,8.2828692E7,flat,Madrid,2,True,70.0,good,"Palacio, Madrid","Piso en gran Vía de San Francisco, Madrid, 6",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/48/16/605867296.jpg,https://www.idealista.com/inmueble/82828692/,POINT(-3.7123753 40.4081706),1426.4469145357457,23,326.4469145357457,1
santisima trinidad,1,es,flat,,2330,Chamberí,True,Alquil Chamberi,8,False,False,True,False,True,40.4372522,-3.699038,Madrid,Trafalgar,False,14,rent,True,True,,1100.0,14.0,3.1060232E7,flat,Madrid,2,False,78.0,good,"Trafalgar, Madrid",Piso en santisima trinidad,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/d2/92/110858793.jpg,https://www.idealista.com/inmueble/31060232/,POINT(-3.699038 40.4372522),1426.4225310654913,23,326.4225310654913,1
"calle de Sancho Dávila, Madrid",2,es,flat,,3935,Salamanca,True,4251,3,False,False,True,False,False,40.4290468,-3.660609,Madrid,Fuente del Berro,False,15,rent,,,,1100.0,14.0,8.2897509E7,flat,Madrid,2,False,80.0,good,"Fuente del Berro, Madrid","Piso en calle de Sancho Dávila, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/d7/1c/607184831.jpg,https://www.idealista.com/inmueble/82897509/,POINT(-3.660609 40.4290468),1364.6631498180525,19,264.6631498180525,1
barrio Huertas-Cortes,1,es,flat,,774,Centro,False,JSC-A-3347,4,False,False,True,False,False,40.4122308,-3.6970969,Madrid,Huertas-Cortes,False,12,rent,,,,1150.0,19.0,8.3049276E7,flat,Madrid,1,False,59.0,good,"Huertas-Cortes, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/a4/33/610568286.jpg,https://www.idealista.com/inmueble/83049276/,POINT(-3.6970969 40.4122308),1130.447497962062,-2,-19.552502037937984,0
Encinar de los Reyes,2,es,flat,,11719,Encinar de los Reyes,True,A1017,-1,False,False,True,False,False,40.5149656,-3.6541959,La Moraleja,,False,19,rent,True,True,,2300.0,13.0,8.177773E7,flat,Madrid,3,False,180.0,good,"Encinar de los Reyes, La Moraleja",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/58/0f/584238816.jpg,https://www.idealista.com/inmueble/81777730/,POINT(-3.6541959 40.5149656),1854.2298006402982,-24,-445.7701993597018,0
"calle Florencio Cano Cristóbal, Madrid",2,es,flat,,6022,Moratalaz,True,RESIDENCIAL SOTO ALTO,3,False,False,True,False,True,40.4075556,-3.6340303,Madrid,Marroquina,False,29,rent,,,,1100.0,9.0,8.260063E7,flat,Madrid,3,False,122.0,good,"Marroquina, Madrid","Piso en calle Florencio Cano Cristóbal, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/8a/c5/601031179.jpg,https://www.idealista.com/inmueble/82600630/,POINT(-3.6340303 40.4075556),1322.428601643997,17,222.4286016439969,1
"calle Eduardo Adaro, 8",1,es,flat,,4196,Tetuán,True,,2,False,False,True,False,False,40.4540197,-3.7111264,Madrid,Bellas Vistas,False,15,rent,,,,1100.0,14.0,8.2566998E7,flat,Madrid,3,True,80.0,good,"Bellas Vistas, Madrid","Piso en calle Eduardo Adaro, 8",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/5b/6a/603372459.jpg,https://www.idealista.com/inmueble/82566998/,POINT(-3.7111264 40.4540197),1037.261545254727,-6,-62.738454745272975,0
"calle de Ponzano, 28",1,es,flat,,2527,Chamberí,False,,2,False,False,True,False,False,40.4390471,-3.6990551,Madrid,Nuevos Ministerios-Ríos Rosas,False,5,rent,,,,1200.0,22.0,8.315375E7,flat,Madrid,2,True,55.0,good,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en calle de Ponzano, 28",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/34/33/612444729.jpg,https://www.idealista.com/inmueble/83153750/,POINT(-3.6990551 40.4390471),1215.6967981011653,1,15.696798101165314,1
"plaza de San Juan de la Cruz, 4",2,es,flat,,2828,Chamberí,False,,-1,False,False,True,False,False,40.4410274,-3.6945763,Madrid,Nuevos Ministerios-Ríos Rosas,False,15,rent,True,True,,3700.0,28.0,8.3282447E7,flat,Madrid,2,True,130.0,good,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en plaza de San Juan de la Cruz, 4",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/3b/5a/614945977.jpg,https://www.idealista.com/inmueble/83282447/,POINT(-3.6945763 40.4410274),1959.76274003953,-89,-1740.23725996047,0
"calle Comandante Fortea, 9",1,es,flat,,2301,Moncloa,True,,3,False,False,True,False,False,40.4249406,-3.7290724,Madrid,Casa de Campo,False,8,rent,True,True,,1100.0,17.0,1792026.0,flat,Madrid,1,True,65.0,good,"Casa de Campo, Madrid","Piso en calle Comandante Fortea, 9",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/45/38/5559986.jpg,https://www.idealista.com/inmueble/1792026/,POINT(-3.7290724 40.4249406),794.5150664924522,-38,-305.4849335075478,0
"calle Clara del Rey, 39",1,es,flat,penthouse,4157,Chamartín,True,,9,False,False,True,False,False,40.4435095,-3.6699749,Madrid,Prosperidad,False,12,rent,,,,1200.0,11.0,2.6924939E7,penthouse,Madrid,1,True,110.0,good,"Prosperidad, Madrid","Ático en calle Clara del Rey, 39",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/55/d9/616889155.jpg,https://www.idealista.com/inmueble/26924939/,POINT(-3.6699749 40.4435095),1230.739052028992,2,30.73905202899209,1
barrio Canillejas,1,es,flat,penthouse,8453,San Blas,False,OP-15259,4,False,False,False,False,False,40.4369045,-3.6078945,Madrid,Canillejas,False,22,rent,,,,875.0,10.0,8.221079E7,penthouse,Madrid,3,False,89.0,good,"Canillejas, Madrid",Ático,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/61/a5/594832811.jpg,https://www.idealista.com/inmueble/82210790/,POINT(-3.6078945 40.4369045),830.3375575418172,-5,-44.662442458182795,0
calle Isla de Nelson,1,es,flat,,5479,Moncloa,False,0A-MONICA-100,2,False,False,False,False,False,40.4635038,-3.7242529,Madrid,Valdezarza,False,7,rent,,,,900.0,15.0,8.2817548E7,flat,Madrid,1,False,60.0,good,"Valdezarza, Madrid",Piso en calle Isla de Nelson,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/7c/d5/615535682.jpg,https://www.idealista.com/inmueble/82817548/,POINT(-3.7242529 40.4635038),546.6279830791902,-65,-353.37201692080976,0
barrio Malasaña-Universidad,1,es,flat,,1412,Centro,False,22536,-1,False,False,True,False,False,40.4282492,-3.7109854,Madrid,Malasaña-Universidad,False,12,rent,,,,1100.0,16.0,8.3184645E7,flat,Madrid,2,False,69.0,good,"Malasaña-Universidad, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/d8/e1/16/612990956.jpg,https://www.idealista.com/inmueble/83184645/,POINT(-3.7109854 40.4282492),1219.4685063375423,10,119.4685063375423,1
"calle Santa Engracia, 37",2,es,flat,,1764,Chamberí,True,,7,False,False,True,False,False,40.4316986,-3.6975387,Madrid,Trafalgar,False,25,rent,True,True,,2200.0,14.0,2.8043894E7,flat,Madrid,3,True,160.0,good,"Trafalgar, Madrid","Piso en calle Santa Engracia, 37",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/54/a8/64127570.jpg,https://www.idealista.com/inmueble/28043894/,POINT(-3.6975387 40.4316986),2229.979234770181,1,29.979234770180938,1
"calle de Santa Cruz de Marcenado, 1",3,es,flat,,1373,Centro,True,,1,False,False,True,False,False,40.4288151,-3.7070014,Madrid,Malasaña-Universidad,False,20,rent,True,True,,2400.0,14.0,8.1125002E7,flat,Madrid,4,True,170.0,good,"Malasaña-Universidad, Madrid","Piso en calle de Santa Cruz de Marcenado, 1",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/21/bb/570374604.jpg,https://www.idealista.com/inmueble/81125002/,POINT(-3.7070014 40.4288151),2559.1986371555686,6,159.19863715556858,1
"calle Duquesa de Castrejón, Madrid",1,es,flat,,6329,Ciudad Lineal,True,,1,False,False,True,False,False,40.4635981,-3.6618535,Madrid,Colina,False,9,rent,True,True,,1100.0,15.0,8.3019692E7,flat,Madrid,2,False,71.0,good,"Colina, Madrid","Piso en calle Duquesa de Castrejón, Madrid",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/1a/fa/609925104.jpg,https://www.idealista.com/inmueble/83019692/,POINT(-3.6618535 40.4635981),1086.3026732953986,-1,-13.697326704601437,0
barrio Aravaca,1,es,flat,,8233,Moncloa,False,KWES503465,1,False,False,False,False,False,40.461028,-3.7820461,Madrid,Aravaca,False,10,rent,,,,780.0,12.0,8.3208714E7,flat,Madrid,1,False,63.0,good,"Aravaca, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/93/95/613535744.jpg,https://www.idealista.com/inmueble/83208714/,POINT(-3.7820461 40.461028),577.9330875015384,-35,-202.06691249846165,0
barrio Campo de las Naciones-Corralejos,2,es,flat,,11444,Barajas,True,REJ005,-1,False,False,False,False,False,40.4673474,-3.5864536,Madrid,Campo de las Naciones-Corralejos,False,15,rent,,,,780.0,9.0,2.6443414E7,flat,Madrid,2,False,85.0,good,"Campo de las Naciones-Corralejos, Madrid",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/d3/af/42148958.jpg,https://www.idealista.com/inmueble/26443414/,POINT(-3.5864536 40.4673474),957.1558613006396,19,177.15586130063957,1
"calle Virgen de los Peligros, 10",1,es,flat,,460,Centro,True,,1,False,False,True,False,False,40.4188437,-3.6995481,Madrid,Huertas-Cortes,False,18,rent,,,,1200.0,14.0,8.2642057E7,flat,Madrid,1,True,85.0,good,"Huertas-Cortes, Madrid","Piso en calle Virgen de los Peligros, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/48/bf/601860505.jpg,https://www.idealista.com/inmueble/82642057/,POINT(-3.6995481 40.4188437),1398.4252711130566,14,198.42527111305662,1
"calle Humilladero, 6",1,es,flat,,825,Centro,False,,-1,False,False,False,False,False,40.4111086,-3.7106506,Madrid,Palacio,False,7,rent,,,,1100.0,17.0,8.2800478E7,flat,Madrid,1,True,65.0,good,"Palacio, Madrid","Piso en calle Humilladero, 6",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/d2/1a/605266427.jpg,https://www.idealista.com/inmueble/82800478/,POINT(-3.7106506 40.4111086),941.9373578087431,-17,-158.06264219125694,0
"hermenegilda martinez, 9",1,es,flat,,3681,Chamartín,True,,1,False,False,False,False,False,40.4440662,-3.6797604,Madrid,El Viso,False,17,rent,,,,1200.0,13.0,8.1492365E7,flat,Madrid,3,True,92.0,good,"El Viso, Madrid","Piso en hermenegilda martinez, 9",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/f0/b0/577978167.jpg,https://www.idealista.com/inmueble/81492365/,POINT(-3.6797604 40.4440662),1612.932762649551,26,412.932762649551,1
Encinar de los Reyes,2,es,flat,,11596,Encinar de los Reyes,True,AE2037,1,False,False,True,False,False,40.5131264,-3.6520765,La Moraleja,,False,30,rent,True,True,,1750.0,16.0,3.3472733E7,flat,Madrid,2,False,110.0,good,"Encinar de los Reyes, La Moraleja",Piso,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/6d/69/147622574.jpg,https://www.idealista.com/inmueble/33472733/,POINT(-3.6520765 40.5131264),1395.9364836103998,-25,-354.0635163896002,0
calle de Francos Rodríguez,1,es,flat,studio,4756,Tetuán,True,160-FRANCO RODRIGUEZ,2,False,False,True,False,False,40.4591697,-3.7104203,Madrid,Bellas Vistas,False,12,rent,,,,600.0,13.0,8.2970934E7,studio,Madrid,0,False,45.0,good,"Bellas Vistas, Madrid",Estudio en calle de Francos Rodríguez,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/d8/d7/608920331.jpg,https://www.idealista.com/inmueble/82970934/,POINT(-3.7104203 40.4591697),625.0640980294685,4,25.064098029468482,1
barrio Rejas,1,es,flat,duplex,11399,San Blas,True,nha0240,1,False,False,True,False,True,40.4455031,-3.5749192,Madrid,Rejas,False,7,rent,True,True,,875.0,10.0,3.0095081E7,duplex,Madrid,1,False,85.0,good,"Rejas, Madrid",Dúplex,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/28/18/96804660.jpg,https://www.idealista.com/inmueble/30095081/,POINT(-3.5749192 40.4455031),791.1177435669467,-11,-83.88225643305327,0
